大類,次分類,目錄排序,穴組名稱,穴名,位置,針法,解析,圖片,理論與發揮,主治關鍵字,頁碼
皮膚及外科,,74,蕁麻疹二針 B,血海,屈膝，在大腿內側，髕底內側端上2寸，當股四頭肌內側頭的隆起處。（附圖7）,用毫針略向上斜刺，進針1~1.5寸。得氣後施以捻轉手法，強刺激。留針30分鐘，每10分鐘捻針1次，隔日針1次。,本穴是氣血交會之處，為血病要穴，善於理血祛風、清除血熱，可治療各類瘡瘍，如溼瘡、老年皮膚瘙癢症等。本穴止癢效果非常迅速。,,此為治療皮膚瘙癢之有效穴位組成的特效對針，兩穴合用能發揮更好的療效，也是治療蕁麻疹的特效對針。 筆者按：神闕穴能補任脈之虛，在神闕穴處拔火罐能增強機體免疫功能，促進氣血流暢，促使營衛執行，使新陳代謝旺盛。蕁麻疹患者平日可在神闕穴處自行拔火罐，加強治療效果。,蕁麻疹,129
皮膚及外科,,74,蕁麻疹二針 B,百蟲窩,在血海穴上1寸處。（附圖7）,直刺，從前向後刺入。針刺深度5分。得氣後施以捻轉手法，強刺激。留針30分鐘，每10分鐘捻針1次，隔日針1次。,本穴屬於經外奇穴，善治各類瘡瘍及皮膚瘙癢病，止癢效果較好。,,此為治療皮膚瘙癢之有效穴位組成的特效對針，兩穴合用能發揮更好的療效，也是治療蕁麻疹的特效對針。 筆者按：神闕穴能補任脈之虛，在神闕穴處拔火罐能增強機體免疫功能，促進氣血流暢，促使營衛執行，使新陳代謝旺盛。蕁麻疹患者平日可在神闕穴處自行拔火罐，加強治療效果。,蕁麻疹,129
皮膚及外科,,75,面部痤瘡二針,耳尖,折耳向前，耳郭上方的尖端處。（附圖58）,雙側取穴，在耳尖處揉搓數分鐘使其充血，用三稜針或醫用採血片劃破耳尖皮膚，使血流出10滴左右，1次不愈者，間隔三四天後，再刺血復治。,(1) 耳尖穴是筆者最常用的穴位之一。耳尖穴點刺出血，能治療多種病變。 （2）由於手足太陽經皆上循至耳，太陽主表，足太陽經與肺經相表裡，肺主皮毛，故針刺耳尖穴對皮膚病有很好的治療作用。 （3）一般來說，與耳尖相比，在耳背處刺血出血量更多些。不過，如果醫者在耳背找不到明顯的青紫靜脈，可以針刺耳尖，在耳尖刺血不需要找到青紫靜脈即可刺血。,,此為經絡及全息對應組成的特效對穴。耳尖是手足太陽經循行所過之處，又耳尖部位偏上，全息對應頭面，因此耳尖穴治療面部痤瘡甚效，但治療時以刺血為主。曲池穴在大腸經，大腸經循行至頭面，且曲池全息正象為頭點，曲池擅於治療頭面部疾病。兩穴合用治療面部痤瘡特效。耳尖穴配曲池穴稱為“痤瘡二針”。 筆者按：耳背穴位於耳背部血管處，在耳尖下。針刺時選雙側耳背近耳尖處明顯的靜脈血管1條，揉搓1~2分鐘使其充血，用三稜針或醫用採血片劃破選好的靜脈血管，使血流出10滴左右，1次不愈者，間隔三四天後可再刺血治療。耳背穴是刺血的重要穴位。耳背部位偏上，與肺對應，因此善於治療皮膚疾病。膀胱經向上循行至耳尖和耳背，膀胱與肺相通，這也是耳背穴治療皮膚病的原因之一。筆者臨證時發現若耳背有明顯血管，刺血時出血量較耳尖多，效果也更好。耳背穴治療面部皮膚病如痤瘡、黃褐斑甚效。,面部痤瘡,131
皮膚及外科,,75,面部痤瘡二針,曲池,在肘橫紋外側端，屈肘，當尺澤與肱骨外上髁連線中點。（附圖4）,直刺，從上向下，針刺深度0.5~1寸。捻轉進針，中度刺激，得氣後留針30分鐘，每10分鐘捻針1分鐘。,"(1) 針刺曲池穴可治療頭面部疾病，並有疏散風熱、清陽明經熱之功效。 (2) 曲池穴與合谷穴配伍, 能治療頭、面、耳、眼、口、鼻部各種疾病。",,此為經絡及全息對應組成的特效對穴。耳尖是手足太陽經循行所過之處，又耳尖部位偏上，全息對應頭面，因此耳尖穴治療面部痤瘡甚效，但治療時以刺血為主。曲池穴在大腸經，大腸經循行至頭面，且曲池全息正象為頭點，曲池擅於治療頭面部疾病。兩穴合用治療面部痤瘡特效。耳尖穴配曲池穴稱為“痤瘡二針”。 筆者按：耳背穴位於耳背部血管處，在耳尖下。針刺時選雙側耳背近耳尖處明顯的靜脈血管1條，揉搓1~2分鐘使其充血，用三稜針或醫用採血片劃破選好的靜脈血管，使血流出10滴左右，1次不愈者，間隔三四天後可再刺血治療。耳背穴是刺血的重要穴位。耳背部位偏上，與肺對應，因此善於治療皮膚疾病。膀胱經向上循行至耳尖和耳背，膀胱與肺相通，這也是耳背穴治療皮膚病的原因之一。筆者臨證時發現若耳背有明顯血管，刺血時出血量較耳尖多，效果也更好。耳背穴治療面部皮膚病如痤瘡、黃褐斑甚效。,面部痤瘡,131
皮膚及外科,,76,神經性皮炎二針,耳尖,折耳向前，耳郭上方的尖端處。（附圖58）,先按摩患側耳尖，使之充血。然後用三稜針或醫用採血片，在耳輪外緣最高點輕輕點刺出血。待血擠不出為止，隔日1次。,因為太陽經循行至耳上，少陽經循行繞耳周，太陽主表，少陽主風，故針刺耳尖能治療表證及風證。耳尖也是治療感冒、發熱、扁桃體炎及扁桃體肥大、皮膚瘙癢症的有效穴位。,,此為經絡及藏象主治結合組成的特效對針。由於太陽經循行至耳上，又少陽經循行繞耳，太陽主表，少陽主風，因此耳尖善治皮膚癢疹。通裡穴為手少陰心經之絡穴。耳尖穴配通裡穴稱為“神經性皮炎二針”。 筆者按：耳背穴刺血治療痤瘡、黃褐斑等面部皮膚病甚效。,神經性皮炎,132
皮膚及外科,,76,神經性皮炎二針,通裡,在前臂掌側，當尺側腕屈肌腱的橈側緣，腕橫紋上1寸。（附圖22）,用毫針刺入0.5~1寸，瀉法，不留針。隔日針1次。,通裡穴為手少陰心經之絡穴，別走手太陽。《素問·至真要大論篇》中雲：“諸痛癢瘡，皆屬於心。”心主血脈，心火熾盛、血分有熱多與心有關，故瀉通裡，可清心、安神、止癢。,,此為經絡及藏象主治結合組成的特效對針。由於太陽經循行至耳上，又少陽經循行繞耳，太陽主表，少陽主風，因此耳尖善治皮膚癢疹。通裡穴為手少陰心經之絡穴。耳尖穴配通裡穴稱為“神經性皮炎二針”。 筆者按：耳背穴刺血治療痤瘡、黃褐斑等面部皮膚病甚效。,神經性皮炎,132
皮膚及外科,,77,帶狀皰疹二針,耳尖,折耳向前，耳郭上方的尖端處。（附圖58）,先按摩患側耳尖，使之充血。然後用三稜針或醫用採血片，在耳輪外緣最高點輕輕點刺出血，擠出血3~5滴，隔3日再刺1次。,因太陽經循行至耳上，少陽經環繞耳周，又太陽主表，少陽主風。帶狀皰疹皮損部位多出現在少陽經循行之處，故耳尖是治療帶狀皰疹的有效穴位。,,此為經絡與特效穴組成的特效對針。耳尖與經絡病變有關，太陽主表，少陽主風，制汙穴在肺經上，可治療皮膚病。兩穴皆以刺血為主，治療帶狀皰疹甚效。耳尖穴配製汙穴稱為“帶狀皰疹二針”。,帶狀皰疹,133
皮膚及外科,,77,帶狀皰疹二針,制汙穴,董氏奇穴：制汙穴位於大指背中央線上，共計3穴，取穴採用四分點法。維傑新制汙穴：制汙穴位於大指背第1節與第2節之連線處。（附圖39）,本穴處容易充血出血，用採血片刺出黑血，一穴即可，效果較好。,本穴接近少商穴，點刺出血可治療中耳炎、帶狀皰疹等，效果較好。本穴位在肺經上，可以有效地治療皮膚病，善治膿瘍。,images/圖1-30_制汙穴.jpg,此為經絡與特效穴組成的特效對針。耳尖與經絡病變有關，太陽主表，少陽主風，制汙穴在肺經上，可治療皮膚病。兩穴皆以刺血為主，治療帶狀皰疹甚效。耳尖穴配製汙穴稱為“帶狀皰疹二針”。,帶狀皰疹,133
皮膚及外科,,78,痔瘡二針,委中,膕中央橫紋動脈陷中，令人伏臥取之。（附圖21）,於淺靜脈上以三稜針速刺出血。,(1)《靈樞·經別》指出：“足太陽之正，別入於膕中，其一道下尻五寸，別入於肛。”“經絡所過，主治所及”，本經循行經過的地方即是本穴可治療之處。 (2) 痔瘡為肛門靜脈瘤，在委中刺血可以活血化瘀，使痔瘡快速消散，為治療痔瘡第一效法。筆者數十年來在委中刺血，治癒多例痔瘡患者，輕者治療1次就可改善，較嚴重者一般也不超過3次。,,這是經絡配合太極全息及活血效穴組成的特效對穴。“經絡所過，主治所及”，委中及承山皆位於膀胱經上，委中刺血能活血散結，承山在太極全息對應肛門，兩穴單用治療痔瘡即頗有效，兩者合用效果更快。委中配承山穴稱為“痔瘡二針”。,痔瘡,133
皮膚及外科,,78,痔瘡二針,承山,在小腿後面正中，委中與崑崙之間，委中穴下8寸處，或外踝尖上8寸處，當伸直小腿或足跟上提時腓腸肌肌腹下出現尖角凹陷處。（附圖16）,取雙側承山穴，向上斜刺1.5~2寸深。得氣後施以提插捻轉手法，強刺激，使針感向上傳導，留針30分鐘。每10分鐘捻針1次，施提插捻轉手法，強刺激，每日或隔日1次。,"(1)《靈樞·經別》指出：“足太陽之正，別入於膕中，其一道下尻五寸，別入於肛。”承山穴就是在這條入於肛門膀胱經的經別上。 (2) 承山穴在太極全息對應肛門, 故治療肛門疾病甚效。 (3) 承山穴具有通經散結、清熱止血的功效, 是臨床治療痔瘡的常用經驗穴。 （4）無論是內痔、外痔，還是混合痔，都可針刺承山穴來治療。其消腫止痛的效果又快又好，另外本穴也善於治療其他肛門疾病，如肛裂、便血等。在本穴刺血，效果更好。",,這是經絡配合太極全息及活血效穴組成的特效對穴。“經絡所過，主治所及”，委中及承山皆位於膀胱經上，委中刺血能活血散結，承山在太極全息對應肛門，兩穴單用治療痔瘡即頗有效，兩者合用效果更快。委中配承山穴稱為“痔瘡二針”。,痔瘡,133
皮膚及外科,,79,多發性癤腫二針,癤腫最高點,癤腫最高點（癤腫區域性），以癤腫中心部為阿是穴。,①艾條溫灸法：用1根艾條置於癤腫上方溫和灸，距離以患者自覺微燙為度。以癤腫最高點為中心，緩慢均勻地移動艾條，灸至癤腫及周圍皮膚有明顯紅暈，皮溫微燙為度，時間約15分鐘，每日1次。②隔姜艾灸法：取陳艾絨，用手指捏成直徑0.6~0.8cm，高1.2cm的錐圓形艾炷。另切鮮姜成硬幣厚度的薄片，用針在鮮薑片上戳幾個小洞。醫生在患處四周消毒後，將薑片放置在患處正中，上置艾炷，點火灸之，若灼痛甚可再墊一片薑片，每次灸3~6壯（每灸2壯，更換薑片 1 次）。以痛者灸至不痛，不痛者灸至知痛為度。,（1）艾條溫灸法：艾灸具有活血通絡、祛瘀散結的功效。在患處使用艾條灸，可以擴張微血管，改善微迴圈，加速新陳代謝，增強抗病能力。對於膿未成者，用艾灸可促使膿消散，對於已經出現膿液者，用艾灸可幫助膿液吸收，加速膿液的成熟與排出。 （2）隔姜艾灸法：艾葉之辛溫有散寒除溼、溫經開結的作用，隔姜艾灸，可起到解毒通經開結的效果，能促進膿液吸收，使膿熟破潰。但注意顏面部不宜灸治。,,此為灸法結合刺血組成的特效對針。用艾條灸患部，可擴張區域性血管，改善區域性微迴圈。隔姜艾灸，可起到解毒通經開結的作用，還能促進膿液吸收和膿熟破潰。注意顏面部不宜灸治，僅在耳尖穴刺血即可。癤腫灸高點配耳尖穴稱為“癤腫二針”。,多發性癤腫,134
皮膚及外科,,79,多發性癤腫二針,耳尖,折耳向前，耳郭上方的尖端處。（附圖 58）,先按摩患側耳尖，使之充血，然後消毒，用三稜針或醫用採血片，在耳輪之外緣最高點輕輕點刺出血，擠出血3~5滴或待血擠不出為止，隔日1次。,耳尖刺血治療嘴唇、鼻部皮疹效果很好，因手足太陽經入耳，太陽主表，膀胱與肺臟腑別通，肺主皮毛，所以說耳尖擅長治療皮膚病變。耳尖刺血具有清熱解毒、活血散瘀之功效，且操作方法簡單，但需要早期治療。通常1次治療即可減輕疼痛，三四次治療就有很好的療效。,,此為灸法結合刺血組成的特效對針。用艾條灸患部，可擴張區域性血管，改善區域性微迴圈。隔姜艾灸，可起到解毒通經開結的作用，還能促進膿液吸收和膿熟破潰。注意顏面部不宜灸治，僅在耳尖穴刺血即可。癤腫灸高點配耳尖穴稱為“癤腫二針”。,多發性癤腫,134
皮膚及外科,,80,疔瘡二針,療瘡起點、中間、終點,疔瘡的起點、中間、終點。,一般可用三稜針刺疔瘡頂端，刺破出血，然後在疔瘡之起點和中間點刺出血。,用三稜針在疔瘡處刺破出血，能瀉血中熱毒，一般治療1次即可痊癒。在疔瘡處點刺出血，有活血消腫、開竅洩熱、通經活絡的作用。,,此為患部刺血配合委中刺血組成的特效對針。委中為血之郄穴，在委中刺血可治療急證，有瀉熱、急救、消腫的作用。兩穴配合，治療疔瘡甚效。,疔瘡,135
皮膚及外科,,80,疔瘡二針,委中,在膕橫紋中點，當股二頭肌腱與半腱肌肌腱的中間。（附圖21）,用三稜針刺患側，若兩側生療即刺兩側，使血自流或擠出血。,（1）委中穴又名血郄，為血之郄穴，最擅治急證，具有瀉熱、急救、消腫作用。 （2）在委中放血，可引血下行，善治霍亂、痧疹、對口癰、疔毒等。用三稜針放出瘀血五六滴，就有很好的治療效果。,,此為患部刺血配合委中刺血組成的特效對針。委中為血之郄穴，在委中刺血可治療急證，有瀉熱、急救、消腫的作用。兩穴配合，治療疔瘡甚效。,疔瘡,135
皮膚及外科,,81,闌尾炎二針,闌尾,在小腿前側上部，足三里穴下2寸，當犢鼻下5寸，脛骨前緣旁開一橫指。（附圖8）,取雙側穴位。用毫針直刺2~3寸，施提插捻轉手法使之得氣，採用較強刺激，以疼痛緩解為度。急性期，每日可針刺2~4次，一般留針60分鐘，重者留針2小時，多捻針，待症狀好轉後逐步減少針刺數，縮短留針時間。,（1）闌尾穴為闌尾炎反應穴，是治療闌尾炎的特效穴，但越早治療越好。施針的刺激強度和針感非常重要。針刺闌尾穴適用於闌尾炎早期階段，如已形成膿腫或有穿孔，效果較差。 (2) 治療急腹症的基本原則為深針、強捻針、久留針。,,此為兩個治療闌尾炎的特效穴組成的特效對針。闌尾穴為闌尾炎反應穴，針刺闌尾穴宜深針、強捻針、久留針。四花中、四花外穴以刺血為主。刺血配合針刺闌尾穴，對於急性單純性闌尾炎和輕型化膿性闌尾炎有效（但對梗阻性闌尾炎療效不佳）。闌尾穴配四花中、四花外穴稱為“闌尾炎二針”。,闌尾炎,136
